Country Name,Country Code,Year,Access to electricity (% of population) - EG.ELC.ACCS.ZS,Adjusted net national income per capita (annual % growth) - NY.ADJ.NNTY.PC.KD.ZG,"Adjusted net savings, excluding particulate emission damage (% of GNI) - NY.ADJ.SVNX.GN.ZS",Adjusted savings: carbon dioxide damage (% of GNI) - NY.ADJ.DCO2.GN.ZS,Adjusted savings: natural resources depletion (% of GNI) - NY.ADJ.DRES.GN.ZS,Adjusted savings: net forest depletion (% of GNI) - NY.ADJ.DFOR.GN.ZS,Adjusted savings: particulate emission damage (% of GNI) - NY.ADJ.DPEM.GN.ZS,"Automated teller machines (ATMs) (per 100,000 adults) - FB.ATM.TOTL.P5",Broad money (% of GDP) - FM.LBL.BMNY.GD.ZS,Children out of school (% of primary school age) - SE.PRM.UNER.ZS,"Compulsory education, duration (years) - SE.COM.DURS","Cost of business start-up procedures, female (% of GNI per capita) - IC.REG.COST.PC.FE.ZS","Cost of business start-up procedures, male (% of GNI per capita) - IC.REG.COST.PC.MA.ZS",Exports of goods and services (% of GDP) - NE.EXP.GNFS.ZS,Final consumption expenditure (% of GDP) - NE.CON.TOTL.ZS,GDP (current US$) - NY.GDP.MKTP.CD,GDP per capita (current US$) - NY.GDP.PCAP.CD,General government final consumption expenditure (% of GDP) - NE.CON.GOVT.ZS,Gross national expenditure (% of GDP) - NE.DAB.TOTL.ZS,Gross savings (% of GDP) - NY.GNS.ICTR.ZS,Imports of goods and services (% of GDP) - NE.IMP.GNFS.ZS,"Inflation, consumer prices (annual %) - FP.CPI.TOTL.ZG","Primary completion rate, total (% of relevant age group) - SE.PRM.CMPT.ZS",Proportion of seats held by women in national parliaments (%) - SG.GEN.PARL.ZS,"Pupil-teacher ratio, primary - SE.PRM.ENRL.TC.ZS",Renewable electricity output (% of total electricity output) - EG.ELC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption) - EG.FEC.RNEW.ZS,"School enrollment, preprimary (% gross) - SE.PRE.ENRR","School enrollment, primary (% gross) - SE.PRM.ENRR","School enrollment, secondary (% gross) - SE.SEC.ENRR",Trade (% of GDP) - NE.TRD.GNFS.ZS,Women Business and the Law Index Score (scale 1-100) - SG.LAW.INDX,Prevalence of undernourishment (%) - SN_ITK_DEFC - 2.1.1,Proportion of population below international poverty line (%) - SI_POV_DAY1 - 1.1.1,Proportion of population covered by at least a 2G mobile network (%) - IT_MOB_2GNTWK - 9.c.1,Proportion of population covered by at least a 3G mobile network (%) - IT_MOB_3GNTWK - 9.c.1,Proportion of population using basic drinking water services (%) - SP_ACS_BSRVH2O - 1.4.1,"Unemployment rate, male (%) - SL_TLF_UEM - 8.5.2","Unemployment rate, women (%) - SL_TLF_UEM - 8.5.2","Annual production-based emissions of carbon dioxide (CO2), measured in million tonnes",Continent,Gini index (World Bank estimate) - SI.POV.GINI,Income Classification (World Bank Definition),Individuals using the Internet (% of population) - IT.NET.USER.ZS,"Life expectancy at birth, total (years) - SP.DYN.LE00.IN","Population, total - SP.POP.TOTL",Regime Type (RoW Measure Definition),Rural population (% of total population) - SP.RUR.TOTL.ZS,Total natural resources rents (% of GDP) - NY.GDP.TOTL.RT.ZS,Urban population (% of total population) - SP.URB.TOTL.IN.ZS,World Regions (UN SDG Definition)
Aruba,ABW,2012,100,,-3.438339021,1.732865457,0.001006331,0.001006331,,119.574899,75.36257439,,13,,,65.24134891,90.54441261,2534636872,24712.49326,28.10227022,117.1919771,1.888913379,82.43332599,0.627471993,,,14.78869,14.91525424,6.855899811,106.5233536,104.0871277,111.1597672,147.6746749,,,,,,,,,1.348,North America,,High income,74,75.299,102565,,57.043,1.97258928180296e-03,42.957,Latin America and Caribbean
Aruba,ABW,2013,100,,0.415180178,1.097537171,0.001164182,0.001164182,,124.1681937,67.41962841,,13,,,76.54831163,84.96880204,2727849721,26441.61994,26.19330387,108.7946571,6.821434035,85.34296869,-2.372065243,96.57064056,,,14.91218619,6.889699936,105.3378067,116.039299,,161.8912803,,,,,,,,,0.861,North America,,High income,78.9,75.441,103165,,57.01,2.25777018546425e-03,42.99,Latin America and Caribbean
Aruba,ABW,2014,100,,4.511939153,1.103057,0.001749979,0.001749979,,117.9371717,69.58695818,0.077909999,13,,,78.27550385,83.21959908,2790849162,26893.01151,24.82373125,106.3310762,10.56325321,84.60658,0.421440919,101.1805573,,,15.09927995,6.927499771,105.7960129,117.1080933,,162.8820839,,,,,0,,,,0.872,North America,,High income,83.78,75.583,103776,,56.959,3.26523584020706e-03,43.041,Latin America and Caribbean
Aruba,ABW,2015,100,,9.164361268,1.117613195,0.001341591,0.001341591,,119.0700745,71.74183573,,13,,,72.85295945,78.58889612,2962905028,28396.90842,23.25563778,100.1278434,14.86785151,72.98080282,0.474763597,,,,14.85616144,6.728000164,,,,145.8337623,,,,99,80,,,,0.898,North America,,High income,88.66122693,75.725,104339,,56.892,2.42329615230315e-03,43.108,Latin America and Caribbean
Aruba,ABW,2016,100,,9.646101042,1.121327162,0.001919754,0.001919754,,125.9930704,78.01209951,,13,,,71.82038849,78.0238986,2983636872,28452.17061,23.4875803,98.59889964,15.35605989,70.41928812,-0.931195987,,,,,6.994599819,,,,142.2396766,,,,,95,,,,0.883,North America,,High income,93.54245387,75.868,104865,,56.808,3.36389674189093e-03,43.192,Latin America and Caribbean
Aruba,ABW,2017,100,,9.380601066,0.989952937,0.001692641,0.001692641,,124.9754099,76.59539875,,13,,,72.54866459,78.15572456,3092430168,29350.80502,23.02155038,98.70690871,14.15303855,71.2555733,-1.028281788,,,,,6.699299812,,,,143.8042379,,,,,,,,,0.916,North America,,High income,97.17,76.01,105361,,56.707,2.86026087880105e-03,43.293,Latin America and Caribbean
Aruba,ABW,2018,100,,,,,,,126.4324219,76.36013461,,13,,,73.79939714,79.25176238,3202188607,30253.27936,23.55984742,100.8270082,11.31279938,74.62640531,3.626041414,,,,,8.024100304,,,,148.4258025,,,,,,,,,0.943,North America,,High income,,76.152,105846,,56.589,,43.411,Latin America and Caribbean
Angola,AGO,2000,,,-5.682706605,2.378255961,45.26094165,0,1.990826056,,17.28055589,,4,,,89.68583119,42.68222811,9129634978,556.8386317,,73.17544708,39.20787592,62.86127827,324.9968716,,15.45454545,,63.11418685,73.44110107,,,12.26628017,152.5471095,62.5,,36.4,,,,,,9.515,Africa,52,Low income,,,,Closed Autocracy,49.913,,,Sub-Saharan Africa
Angola,AGO,2001,20,18.45738804,-21.15699603,2.560090454,29.55509445,0,1.88683708,,21.13571366,,4,,,75.38894373,69.06468829,8936063723,527.3335285,25.15463272,99.55790723,14.48022216,74.94685096,152.5610225,,15.45454545,,62.08791209,72.33730316,,,13.85371971,150.3357947,62.5,67.5,,,,,,,9.672,Africa,,Low income,0.136013867,47.059,16945753,Closed Autocracy,48.726,38.4344266558981,51.274,Sub-Saharan Africa
Angola,AGO,2002,26.38386917,37.23937878,5.021281804,1.869648578,18.78964031,0,1.552627189,,16.04988274,,4,,,57.0849959,60.63842738,15285594828,872.4944418,19.13057854,91.1316005,28.87681621,48.2167467,108.8974361,,15.45454545,,64.7592068,70.42099762,,,14.98359013,105.3017426,62.5,63.2,,,,,,,12.598,Africa,,Low income,0.270376746,47.702,17519418,Closed Autocracy,47.539,27.693386840627,52.461,Sub-Saharan Africa
Angola,AGO,2003,27.4656353,6.421467891,5.148920474,1.182632624,15.72212088,0,1.511743488,,13.50836676,,4,1316.4,1316.4,54.32133738,64.80743881,17812705294,982.9610078,21.85425921,95.25854942,26.05546064,49.57988943,98.22414366,,15.45454545,,62.20551378,65.14040375,,,,103.9012268,62.5,58.7,,,,,,,8.988,Africa,,Low income,0.370682065,48.44,18121477,Closed Autocracy,46.355,24.0487652730738,53.645,Sub-Saharan Africa
Angola,AGO,2004,28.53676033,-8.470401836,-1.547946326,1.966160144,29.98468463,0,1.426804837,0.854312999,13.5536455,,4,910,910,58.38034553,55.92554266,23552052408,1255.564513,14.31205981,86.81921139,33.53599818,45.19957883,43.54210675,,15,,78.40501792,61.91569901,,,,103.5799244,62.5,55.1,,,,45,21.3,26.1,18.702,Africa,,Lower-middle income,0.464814618,49.263,18758138,Closed Autocracy,45.173,40.1937000895514,54.827,Sub-Saharan Africa
Angola,AGO,2005,29.59622383,7.704993054,1.69422291,1.352846216,36.24994624,0,1.238410842,1.45315761,13.29981889,,4,653.8,653.8,65.52626777,47.9818468,36970918699,1902.42215,16.02903718,75.53842659,41.18765332,41.06469436,22.95351385,,15,,79.64824121,68.37830353,,,,106.5909621,62.5,52.2,,,,,,,19.006,Africa,,Lower-middle income,1.143366827,50.165,19433604,Closed Autocracy,44,45.827184638968,56,Sub-Saharan Africa
Angola,AGO,2006,30.64655495,13.44170657,5.014300244,1.17962134,35.55739597,0,1.137353526,3.040178153,16.27332574,,4,498.2,498.2,63.4678635,44.3886614,52381006892,2599.565948,15.34172241,67.68943232,43.45458346,31.15729583,13.30521018,,15,,80.61101028,62.12730026,,,,94.62515933,62.5,49.3,,40,,,,,22.102,Africa,,Lower-middle income,1.5,51.143,20149905,Closed Autocracy,43.236,43.4900453272377,56.764,Sub-Saharan Africa
Angola,AGO,2007,37.5,-9.455948128,-1.444308758,1.120249004,39.45408192,0,1.015880657,4.403596475,20.44687119,,6,343.7,343.7,67.90578337,46.51792179,65266452081,3121.996085,15.5369347,72.24850115,41.49897042,40.15428452,12.25149745,,15,41.0124,77.6188996,58.49160004,135.9182281,98.97357941,,108.0600679,62.5,46.1,,,,,,,24.976,Africa,,Lower-middle income,1.7,52.177,20905360,Closed Autocracy,42.476,46.2790119276714,57.524,Sub-Saharan Africa
Angola,AGO,2008,38.49,-24.25423917,-14.77571899,0.920735448,51.59891004,0,0.985841149,6.238113761,31.52050402,17.55308914,6,196.8,196.8,72.47502847,45.61059733,88538611205,4080.941034,16.81461146,76.41465051,38.65885832,48.88967943,12.47582913,39.19701004,37.27272727,,75.40904716,54.88209915,99.41977692,105.1802063,21.28945923,121.3647079,62.5,42.9,34.4,,,,,,25.486,Africa,42.7,Lower-middle income,1.9,53.243,21695636,Closed Autocracy,41.718,55.85217033437,58.282,Sub-Saharan Africa
Angola,AGO,2009,33.80418396,29.65594568,-5.117115734,1.207974717,25.83980822,0,1.006770016,8.344976463,45.60817022,18.74069977,6,151.1,151.1,58.75730302,62.11067749,70307163678,3122.781599,19.89859034,104.9315363,27.65786789,63.68883933,13.73028393,38.78757858,38.63636364,,65.34318902,52.41389847,92.73417664,104.1305695,22.69255066,122.4461423,62.5,33.2,,,,,,,27.566,Africa,,Lower-middle income,2.3,54.311,22514275,Closed Autocracy,40.966,30.7324986773529,59.034,Sub-Saharan Africa
Angola,AGO,2010,34.87972641,6.262067639,-2.815262888,1.095882374,34.66270013,0,1.037982755,10.42113681,34.77475068,18.09081078,6,226.6,226.6,61.54311272,52.84009578,83799496611,3587.883645,17.04234392,81.03740555,36.98734332,42.58051724,14.46965649,39.80720901,38.63636364,45.58651,67.95742338,50.76480103,85.83747101,105.7810364,26.25922012,104.12363,62.5,24.4,,,,,,,28.864,Africa,,Lower-middle income,2.8,55.35,23356247,Electoral Autocracy,40.217,40.1424639055475,59.783,Sub-Saharan Africa
Angola,AGO,2011,34.6,14.85685285,-1.478422246,0.893664281,34.49077826,0,1.018879209,12.72463193,34.97887212,18.40073013,6,163.1,163.1,60.66994844,52.21825729,111790000000,4615.468219,18.23586053,78.64261098,37.88854989,39.31255941,13.48246792,46.18714905,38.18181818,42.54306,70.90780393,49.23920059,73.32897949,119.5301437,26.48254013,99.98250785,65,17.2,,,40,51,7,7.7,30.33,Africa,,Upper-middle income,3.1,56.33,24220660,Electoral Autocracy,39.472,41.153694331148,60.528,Sub-Saharan Africa
Angola,AGO,2012,37.10102463,9.899725971,1.247788664,0.899509076,30.3441688,0,0.939995717,15.19084651,31.51773164,,6,143.1,143.1,55.94013141,53.25225694,128053000000,5100.097027,17.84263437,79.9198358,37.23299939,35.8599672,10.27790492,,34.09090909,,60.7994842,49.44329834,,,,91.80009861,70.625,16.3,,,47,,,,33.801,Africa,,Upper-middle income,6.5,57.236,25107925,Electoral Autocracy,38.732,36.228516353538,61.268,Sub-Saharan Africa
Angola,AGO,2013,38.24899292,6.000509557,-0.243830088,0.857245799,25.58393157,0,0.876974937,16.99317739,33.33154853,,6,130.1,130.1,50.74708439,59.17479266,136710000000,5254.881126,21.62194874,85.317762,32.02988195,36.06484639,8.777814293,,34.09090909,,58.02093476,47.93849945,,,,86.81193078,70.625,15,,90,53,,,,33.229,Africa,,Upper-middle income,8.9,58.054,26015786,Electoral Autocracy,37.998,30.8160252136885,62.002,Sub-Saharan Africa
Angola,AGO,2014,32,4.921015676,2.607538292,1.101677022,19.57928388,0,0.767450034,18.19215383,35.6755532,,6,118.8,118.8,44.69503125,62.44240314,145712000000,5408.4117,17.97565999,89.94286501,29.96672177,34.63789626,7.280387304,,36.81818182,,53.17510549,48.2112999,,,,79.33292751,70.625,14.2,,92,46,54,10,9.1,44.249,Africa,,Upper-middle income,21.4,58.776,26941773,Electoral Autocracy,37.269,23.6710371529711,62.731,Sub-Saharan Africa
Angola,AGO,2015,42,-2.743455911,7.997221003,1.093054773,8.49859805,0,0.74864404,18.82246369,40.94466036,,6,17,17,29.75459949,69.17683267,116194000000,4166.979833,16.43283225,103.3793218,25.02132654,33.13392129,9.150372075,,36.81818182,50.02951,53.17492831,47.81560135,,113.4779587,,62.88852079,70.625,14.5,,99,60.67,,,,33.979,Africa,,Upper-middle income,29,59.398,27884380,Electoral Autocracy,36.554,10.8015557777252,63.446,Sub-Saharan Africa
Angola,AGO,2016,41.79737854,-2.759886828,7.238977543,1.299366329,8.390241823,0,0.74744636,19.06211637,39.16230705,,6,20.7,20.7,28.12448456,69.90647772,101124000000,3506.073128,13.88068207,97.12118616,24.42924754,25.24567072,30.69531299,,36.81818182,,,49.0080986,39.61101913,,50.67147827,53.37015528,73.125,15.4,,90,62,,,,34.111,Africa,,Lower-middle income,29,59.925,28842482,Electoral Autocracy,35.851,10.8571141919915,64.149,Sub-Saharan Africa
Angola,AGO,2017,43.0016098,-4.764456221,1.549669397,1.133932076,13.29864026,0,0.729873079,19.13143899,32.18652092,,6,17.4,17.4,29.00410005,70.11831676,122124000000,4095.810057,12.93582152,94.24862134,23.35194559,23.2527214,29.84358669,,30.45454545,,,56.18050003,,,,52.25682145,73.125,15.4,,90,85,,,,37.471,Africa,,Lower-middle income,32,60.379,29816769,Electoral Autocracy,35.161,16.452411411449,64.839,Sub-Saharan Africa
Angola,AGO,2018,45.29,-13.60522407,-4.67611705,1.440150531,22.40689034,0,0.729873079,18.92231642,30.64644038,,6,13.9,13.9,40.83628989,66.83601101,101353000000,3289.643995,10.47454474,88.22192544,25.1731937,25.54182093,19.62860772,,30.45454545,,,56.78549957,,,,66.37811082,73.125,15.5,49.9,90,85,,,,37.679,Africa,51.3,Lower-middle income,35,60.782,30809787,Electoral Autocracy,34.486,27.4282203466729,65.514,Sub-Saharan Africa
Albania,ALB,2000,100,,16.02109255,1.563257993,0.292709162,0,0.455814504,,65.46317162,4.616650105,8,,,20.11536376,92.42716152,3480355189,1126.683318,9.69235792,123.2234207,25.94104928,43.33887425,0.050018136,96.58268738,5.161290323,22.56784,96.14901632,41.44499969,44.13253021,104.1961899,71.07807922,63.45423801,80,,,,,,,,3.004,Europe,,Lower-middle income,,,,Electoral Autocracy,58.259,,,Europe and Northern America
Albania,ALB,2001,100,,19.44466203,1.53456116,0.214370389,0,0.38142777,,69.82248963,6.134490013,8,,,21.33343755,88.83557674,3922099471,1281.659393,10.62598748,123.8242583,29.50456097,45.15760713,3.10758827,96.39394379,5.714285714,21.75244,95.30831099,39.12530136,45.23442078,102.9673691,72.53716278,66.49104468,80,4.9,,84,,,,,3.221,Europe,,Lower-middle income,0.325798377,74.288,3060173,Electoral Autocracy,57.565,0.755950477951608,42.435,Europe and Northern America
Albania,ALB,2002,100,,15.88115834,1.688402104,0.229340575,0,0.366750732,,66.85224964,,8,,,20.94565114,91.36973554,4348070165,1425.124849,11.33507772,126.6337815,25.93866668,47.57948015,7.770525834,,5.714285714,,93.95398609,35.89580154,44.79486847,101.4115067,72.86855316,68.52513128,80,6.1,1.6,90,,,,,3.748,Europe,31.7,Lower-middle income,0.390081273,74.579,3051010,Electoral Autocracy,56.499,0.760798239531304,43.501,Europe and Northern America
Albania,ALB,2003,100,,16.77545899,1.556741276,0.230806807,0,0.354887519,,65.44236047,8.301289558,8,57.1,57.1,20.84745139,91.42890599,5611492283,1846.118813,11.09839691,125.3257928,26.63900665,46.17318516,0.484002612,94.44817352,5.714285714,21.49541,97.85657051,33.75170135,48.33760834,100.0051422,75.24343872,67.02063654,80,7.5,,90.4,,,,,4.232,Europe,,Lower-middle income,0.971900415,74.828,3039616,Electoral Autocracy,55.427,0.733194369383988,44.573,Europe and Northern America
Albania,ALB,2004,100,,19.71687379,1.248492816,0.248708331,0,0.333258935,4.227499475,68.2204083,9.07654953,8,32.3,32.3,22.21755127,88.41525018,7184681399,2373.579844,11.20590769,122.6120172,29.47267673,44.8295956,2.280019169,93.43779755,6.428571429,,97.5026757,35.93470001,49.66252136,98.1780014,74.80220795,67.04714687,80,8.6,,89,,,,,4.104,Europe,,Lower-middle income,2.420387798,75.039,3026939,Electoral Autocracy,54.349,0.770849476407675,45.651,Europe and Northern America
Albania,ALB,2005,100,,20.63072879,1.200392814,0.353888284,0,0.308828712,9.261702274,71.4176138,,8,31.3,31.3,23.01299011,87.97666832,8052075642,2673.787283,11.0312184,124.8463344,30.25591505,47.85931453,2.366581957,,7.142857143,,98.71394452,36.86830139,51.28998184,100.6760406,77.90939331,70.87230464,80,8.9,0.9,91,,,,,4.199,Europe,30.6,Lower-middle income,6.043890864,75.228,3011487,Electoral Democracy,53.269,1.0183823734434,46.731,Europe and Northern America
Albania,ALB,2006,100,,19.68432164,1.042206946,0.445885968,0,0.272184642,13.87334934,76.36566926,,8,22.5,22.5,25.20959682,88.15034482,8896073938,2972.743265,10.52724933,123.8478594,29.07798087,49.05749752,2.370728319,,7.142857143,,98.31643736,31.7098999,53.76874161,97.87570953,79.18955231,74.26709433,80,8.8,,96.5,,,,,3.844,Europe,,Lower-middle income,9.609991316,75.423,2992547,Electoral Democracy,52.185,1.32183144186644,47.815,Europe and Northern America
Albania,ALB,2007,100,,12.8573639,0.920281891,0.517005792,0,0.244337122,19.36569088,78.46589517,,8,46.1,46.1,28.24786726,92.24437006,10677321490,3595.037163,10.47748228,126.7063487,23.94817393,54.95419417,2.932682482,96.19241333,7.142857143,,97.48251748,32.10039902,54.83866119,96.34562683,82.20059204,83.20206143,82.5,8.3,,96.5,,90,15.7,16.4,3.829,Europe,,Lower-middle income,15.03611541,75.646,2970017,Electoral Democracy,51.098,1.76108609247365,48.902,Europe and Northern America
Albania,ALB,2008,100,,7.10288066,0.904943979,0.317165734,0,0.239493795,28.62945195,75.48052906,11.10173035,8,42.5,42.5,25.30240214,93.47269239,12881354104,4370.540127,10.37896602,129.2511294,17.6516112,52.14930043,3.363137574,92.39359283,7.142857143,19.4078,100,35.91189957,58.60955811,95.68250275,84.12509155,77.45170257,82.5,7.3,0.3,99.3,,90,12.5,13.7,4.272,Europe,30,Lower-middle income,23.86,75.912,2947314,Electoral Democracy,50.009,1.10999894994736,49.991,Europe and Northern America
